year,mo,dy,flow_cfs
1973,1,23,197.93
1973,1,24,188.99
1973,1,25,179.23
1973,1,26,169.26
1973,1,27,159.69
1973,1,28,150.66
1973,1,29,142.43
1973,1,30,135.47
1973,1,31,129.16
1973,2,1,123.7
1973,2,2,118.76
1973,2,3,114.49
1973,2,4,111.31
1973,2,5,108.53
1973,2,6,106.22
1973,2,7,105
1973,2,8,114.46
1973,2,9,129.4
1973,2,10,136.72
1973,2,11,139.19
1973,2,12,138.6
1973,2,13,136.14
1973,2,14,132.77
1973,2,15,129.01
1973,2,16,125.03
1973,2,17,121.2
1973,2,18,117.47
1973,2,19,113.88
1973,2,20,110.41
1973,2,21,107.27
1973,2,22,104.88
1973,2,23,102.94
1973,2,24,101.51
1973,2,25,100.8
1973,2,26,100.01
1973,2,27,99.25
1973,2,28,98.57
1973,3,1,97.83
1973,3,2,97.49
1973,3,3,97.11
1973,3,4,96.85
1973,3,5,96.01
1973,3,6,95.42
1973,3,7,94.65
1973,3,8,93.59
1973,3,9,93.19
1973,3,10,92.93
1973,3,11,92.53
1973,3,12,91.71
1973,3,13,91.47
1973,3,14,90.74
1973,3,15,88.8
1973,3,16,87.29
1973,3,17,87.33
1973,3,18,86.94
1973,3,19,86.66
1973,3,20,87.18
1973,3,21,87.62
1973,3,22,87.02
1973,3,23,85.68
1973,3,24,84.78
1973,3,25,82.82
1973,3,26,82.11
1973,3,27,81.71
1973,3,28,81.89
1973,3,29,80.39
1973,3,30,81.36
1973,3,31,81.14
1973,4,1,81.3
1973,4,2,78.92
1973,4,3,76.07
1973,4,4,73.05
1973,4,5,70.96
1973,4,6,71.43
1973,4,7,70.02
1973,4,8,67.65
1973,4,9,67.18
1973,4,10,66.37
1973,4,11,65.64
1973,4,12,65.56
1973,4,13,65.86
1973,4,14,66.39
1973,4,15,67.26
1973,4,16,68.26
1973,4,17,69.14
1973,4,18,69.98
1973,4,19,69.12
1973,4,20,67.73
1973,4,21,64.43
1973,4,22,61.01
1973,4,23,59.74
1973,4,24,56.16
1973,4,25,54.85
1973,4,26,52.71
1973,4,27,51.63
1973,4,28,48.64
1973,4,29,47.54
1973,4,30,49.08
1973,5,1,45.93
1973,5,2,42.73
1973,5,3,41.68
1973,5,4,43.81
1973,5,5,48.57
1973,5,6,47.66
1973,5,7,48.81
1973,5,8,47.41
1973,5,9,44.19
1973,5,10,41.02
1973,5,11,36.76
1973,5,12,32.79
1973,5,13,32.71
1973,5,14,32.58
1973,5,15,33.37
1973,5,16,31.26
1973,5,17,32.54
1973,5,18,30.13
1973,5,19,31.57
1973,5,20,28.58
1973,5,21,26.22
1973,5,22,28.46
1973,5,23,27.64
1973,5,24,34.94
1973,5,25,39.81
1973,5,26,40.07
1973,5,27,37.12
1973,5,28,35.48
1973,5,29,33.06
1973,5,30,32.31
1973,5,31,34.47
1973,6,1,35.8
1973,6,2,37.36
1973,6,3,35.2
1973,6,4,31.91
1973,6,5,30.99
1973,6,6,26.74
1973,6,7,28.38
1973,6,8,23.4
1973,6,9,20.24
1973,6,10,17.98
1973,6,11,14.45
1973,6,12,12.44
1973,6,13,15.56
1973,6,14,19.18
1973,6,15,20.83
1973,6,16,24.88
1973,6,17,29.46
1973,6,18,24.98
1973,6,19,19.35
1973,6,20,14.7
1973,6,21,11.18
1973,6,22,9.91
1973,6,23,12.95
1973,6,24,16.46
1973,6,25,14.39
1973,6,26,16.75
1973,6,27,12.65
1973,6,28,10.17
1973,6,29,8.86
